,image_path,target
81,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_81.tif,0
82,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_82.tif,0
83,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_83.tif,0
84,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_84.tif,0
85,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_85.tif,0
86,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_86.tif,0
87,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_87.tif,0
88,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_88.tif,1
89,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_89.tif,1
90,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_90.tif,1
91,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_91.tif,0
92,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_92.tif,1
93,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_93.tif,0
94,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_94.tif,1
95,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_95.tif,0
96,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_96.tif,0
97,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_97.tif,0
98,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_98.tif,0
99,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_99.tif,0
100,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_100.tif,0
101,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_101.tif,0
102,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_102.tif,1
103,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_103.tif,0
104,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_104.tif,0
105,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_105.tif,1
106,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_106.tif,0
107,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_107.tif,0
108,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_108.tif,1
109,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_109.tif,1
110,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_110.tif,0
111,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_111.tif,1
112,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_112.tif,0
113,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_113.tif,0
114,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_114.tif,1
115,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_115.tif,0
116,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_116.tif,0
117,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_117.tif,0
118,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_118.tif,0
119,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_119.tif,0
120,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_120.tif,0
121,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_121.tif,0
122,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_122.tif,0
123,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_123.tif,0
124,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_124.tif,0
125,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_125.tif,0
126,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_126.tif,1
127,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_127.tif,0
128,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_128.tif,0
129,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_129.tif,1
130,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_130.tif,0
131,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_131.tif,0
132,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_132.tif,0
133,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_133.tif,0
134,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_134.tif,0
135,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_135.tif,0
136,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_136.tif,0
137,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_137.tif,0
138,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_138.tif,0
139,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_139.tif,0
140,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_140.tif,1
141,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_141.tif,0
142,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_142.tif,0
143,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_143.tif,0
144,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_144.tif,0
145,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_145.tif,0
146,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_146.tif,0
147,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_147.tif,0
148,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_148.tif,0
149,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_149.tif,1
150,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_150.tif,0
151,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_151.tif,0
152,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_152.tif,0
153,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_153.tif,0
154,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_154.tif,0
155,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_155.tif,0
156,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_156.tif,0
157,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_157.tif,1
158,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_158.tif,0
159,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_159.tif,0
160,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_160.tif,0
161,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_161.tif,0
162,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_162.tif,0
163,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_163.tif,0
164,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_164.tif,0
165,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_165.tif,0
166,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_166.tif,0
167,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_167.tif,0
168,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_168.tif,1
169,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_169.tif,0
170,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_170.tif,1
171,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_171.tif,1
172,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_172.tif,0
173,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_173.tif,0
174,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_174.tif,1
175,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_175.tif,0
176,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_176.tif,1
177,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_177.tif,0
178,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_178.tif,0
179,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_179.tif,0
180,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_180.tif,0
181,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_181.tif,1
182,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_182.tif,0
183,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_183.tif,0
184,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_184.tif,1
185,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_185.tif,0
186,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_186.tif,0
187,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_187.tif,1
188,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_188.tif,0
189,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_189.tif,0
190,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_190.tif,1
191,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_191.tif,0
192,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_192.tif,0
193,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_193.tif,0
194,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_194.tif,0
195,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_195.tif,0
196,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_196.tif,0
197,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_197.tif,1
198,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_198.tif,0
199,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_199.tif,1
200,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_200.tif,0
201,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_201.tif,0
202,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_202.tif,0
203,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_203.tif,0
204,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_204.tif,0
205,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_205.tif,0
206,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_206.tif,0
207,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_207.tif,0
208,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_208.tif,0
209,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_209.tif,0
210,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_210.tif,0
211,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_211.tif,0
212,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_212.tif,0
213,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_213.tif,1
214,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_214.tif,1
215,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_215.tif,0
216,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_216.tif,0
217,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_217.tif,0
218,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_218.tif,0
219,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_219.tif,0
220,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_220.tif,0
221,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_221.tif,0
222,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_222.tif,0
223,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_223.tif,0
224,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_224.tif,1
225,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_225.tif,0
226,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_226.tif,1
227,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_227.tif,0
228,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_228.tif,0
229,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_229.tif,0
230,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_230.tif,0
231,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_231.tif,0
232,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_232.tif,0
233,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_233.tif,0
234,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_234.tif,1
235,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_235.tif,0
236,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_236.tif,0
237,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_237.tif,0
238,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_238.tif,1
239,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_239.tif,0
240,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_240.tif,0
241,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_241.tif,0
242,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_242.tif,0
243,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_243.tif,0
244,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_244.tif,0
245,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_245.tif,0
246,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_246.tif,1
247,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_247.tif,0
248,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_248.tif,0
249,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_249.tif,0
250,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_250.tif,0
251,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_251.tif,0
252,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_252.tif,0
253,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_253.tif,1
254,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_254.tif,0
255,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_255.tif,1
256,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_256.tif,1
257,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_257.tif,0
258,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_258.tif,1
259,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_259.tif,0
260,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_260.tif,0
261,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_261.tif,0
262,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_262.tif,0
263,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_263.tif,0
264,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_264.tif,0
265,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_265.tif,1
266,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_266.tif,0
267,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_267.tif,0
268,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_268.tif,0
269,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_269.tif,0
270,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_270.tif,0
271,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_271.tif,0
272,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_272.tif,1
273,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_273.tif,0
274,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_274.tif,0
275,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_275.tif,0
276,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_276.tif,0
277,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_277.tif,1
278,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_278.tif,0
279,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_279.tif,0
280,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_280.tif,0
281,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_281.tif,0
282,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_282.tif,0
283,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_283.tif,0
284,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_284.tif,0
285,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_285.tif,1
286,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_286.tif,0
287,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_287.tif,0
288,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_288.tif,0
289,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_289.tif,0
290,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_290.tif,0
291,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_291.tif,0
292,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_292.tif,0
293,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_293.tif,0
294,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_294.tif,1
295,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_295.tif,0
296,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_296.tif,1
297,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_297.tif,1
298,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_298.tif,0
299,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_299.tif,1
300,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_300.tif,0
301,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_301.tif,0
302,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_302.tif,0
303,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_303.tif,0
304,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_304.tif,0
305,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_305.tif,0
306,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_306.tif,0
307,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_307.tif,0
308,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_308.tif,0
309,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_309.tif,0
310,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_310.tif,0
311,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_311.tif,0
312,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_312.tif,0
313,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_313.tif,1
314,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_314.tif,1
315,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_315.tif,0
316,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_316.tif,0
317,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_317.tif,0
318,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_318.tif,0
319,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_319.tif,1
320,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_320.tif,0
321,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_321.tif,1
322,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_322.tif,0
323,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_323.tif,0
324,/home/sebastien/Documents/projects/solafune-finding-mining-sites/data/train/train_324.tif,0
